id,split,rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,upper,player_name,relabel_hit_area,relabel_landing_area,pre_ball_speed,player_movement,hitting_ball_speed,opponent_movement,score
game7_set2_38763,train,6,10,00:21:33,38763,4,2,B,3,撲球,,,1.0,7.0,0.2954,0.028,2.0,4.0,0.5296,0.9594,對手落地致勝,落地致勝,B,,8.0,0.3035,-0.1973,8.0,0.0062,0.6215,0,0,Chou Tien Chen,7.0,1.0,,,,,
game7_set2_39385,val,7,1,00:21:54,39385,5,2,B,1,發短球,,1.0,2.0,,0.081,-0.254,,8.0,-0.3902,0.5339,,,,,8.0,0.081,-0.254,8.0,-0.2783,0.7294,0,0,Chou Tien Chen,8.0,7.0,0.0,0.0,0.324574179265156,0.4504547371610876,0.2453924998129106
game7_set2_39410,val,7,2,00:21:54,39410,5,2,A,2,挑球,,1.0,2.0,8.0,-0.3902,0.5339,,5.0,0.5532,-0.685,,,,,8.0,0.047,-0.2725,8.0,-0.2939,0.5413,0,1,Viktor Axelsen,8.0,2.0,0.3750370072436922,0.1309191117465247,0.4818550060742643,0.2596227936425347,0.3826606989155017
game7_set2_39440,val,7,3,00:21:55,39440,5,2,B,3,過度切球,,,1.0,5.0,0.5532,-0.685,1.0,7.0,-0.2384,0.1857,掛網,對手掛網,A,,8.0,0.3465,-0.6749,8.0,-0.0745,0.7173,0,0,Chou Tien Chen,5.0,7.0,,,,,
game7_set2_39838,val,8,1,00:22:09,39838,6,2,A,1,發短球,,1.0,2.0,,-0.3267,-0.4404,,2.0,-0.6787,0.156,,,,,8.0,-0.3267,-0.4404,8.0,0.0357,0.6217,0,1,Viktor Axelsen,8.0,1.0,0.0,0.0,0.3341260309644268,0.4619915558210469,0.2538695815369925
game7_set2_39856,val,8,2,00:22:09,39856,6,2,B,2,放小球,,,2.0,2.0,-0.6787,0.156,,1.0,-0.6151,0.284,,,,,7.0,-0.2933,-0.137,8.0,-0.0891,0.6501,0,0,Chou Tien Chen,2.0,2.0,0.3844281461536119,0.673442177423165,0.0048199557862843,0.3963462386802572,0.2496395178949285
game7_set2_39880,val,8,3,00:22:10,39880,6,2,A,3,撲球,,,1.0,1.0,-0.6151,0.284,,9.0,0.1903,-0.8641,對手落地致勝,落地致勝,A,,7.0,-0.1543,-0.1113,7.0,-0.508,0.3988,0,1,Viktor Axelsen,1.0,7.0,,,,,
game7_set2_40589,train,9,1,00:22:34,40589,7,2,A,1,發短球,,1.0,2.0,,0.2828,-0.3851,,3.0,0.6504,-0.8292,,,,,8.0,0.2828,-0.3851,8.0,-0.059,0.6436,0,1,Viktor Axelsen,8.0,2.0,0.0,0.0,0.1038137674014169,0.1838181813229846,0.0494719483083505
game7_set2_40627,train,9,2,00:22:35,40627,7,2,B,2,過度切球,,,1.0,3.0,0.6504,-0.8292,,6.0,0.7116,0.6462,,,,,3.0,0.5084,-0.8488,8.0,0.0309,0.7153,0,0,Chou Tien Chen,3.0,1.0,0.1579909559757754,0.6372776671621149,0.6993477346107184,0.6805634854969038,0.5520471564162373
game7_set2_40647,train,9,3,00:22:36,40647,7,2,A,2,推球,,1.0,2.0,6.0,0.7116,0.6462,,8.0,-0.217,-0.3484,,,,,8.0,0.3552,-0.6143,8.0,0.5127,0.6114,0,1,Viktor Axelsen,6.0,7.0,0.743504884344774,0.4900409151229398,0.7992174120020208,0.7433281708165312,0.8527827692919423
game7_set2_40663,train,9,4,00:22:36,40663,7,2,B,2,平球,,1.0,1.0,8.0,-0.217,-0.3484,,8.0,-0.3532,0.7625,,,,,8.0,0.1402,-0.3563,8.0,0.128,0.6691,0,0,Chou Tien Chen,8.0,7.0,0.8416942242548766,0.9561745789664884,0.8559140704350519,0.9546785437450444,1.0
game7_set2_40675,train,9,5,00:22:37,40675,7,2,A,2,防守回挑,,,2.0,8.0,-0.3532,0.7625,,6.0,-0.5728,-0.4429,,,,,8.0,-0.0456,-0.28,8.0,-0.1307,0.7304,0,1,Viktor Axelsen,8.0,1.0,0.8974369442882618,0.5591486371491117,0.3713674774234826,0.1451303185259415,0.5022155612095234
game7_set2_40705,train,9,6,00:22:38,40705,7,2,B,2,點扣,1.0,,1.0,6.0,-0.5728,-0.4429,,8.0,-0.0625,0.8114,,,,,8.0,-0.2769,-0.5127,8.0,-0.2952,0.8166,0,0,Chou Tien Chen,6.0,7.0,0.4210429940296558,0.6129223301779648,0.3630923956874879,0.1001620896026243,0.2893155410356578
game7_set2_40739,train,9,7,00:22:39,40739,7,2,A,2,擋小球,,1.0,2.0,8.0,-0.0625,0.8114,,7.0,0.0143,0.1465,,,,,8.0,-0.2918,-0.7128,8.0,-0.3714,0.8631,0,1,Viktor Axelsen,8.0,7.0,0.4129071430428155,0.1009816250241193,0.3984004039522971,0.4616154637636041,0.4455326156048392
game7_set2_40739,train,9,8,00:22:39,40739,7,2,B,2,放小球,,,2.0,7.0,0.0143,0.1465,,5.0,-0.8588,0.5778,,,,,8.0,-0.1614,-0.1963,8.0,-0.1517,0.8176,0,0,Chou Tien Chen,7.0,2.0,0.3878720759277104,0.4542609787744243,0.3477165922099763,0.406193808289207,0.3928176265640973
game7_set2_40764,train,9,9,00:22:40,40764,7,2,A,2,放小球,,,2.0,5.0,-0.8588,0.5778,,2.0,-0.6511,0.089,,,,,8.0,-0.0336,-0.2314,8.0,-0.5356,0.5531,0,1,Viktor Axelsen,5.0,1.0,0.3977900421020667,0.4338983610347537,0.1557580765850552,0.3127102739590662,0.2820643104291344
game7_set2_40790,train,9,10,00:22:41,40790,7,2,B,2,放小球,,1.0,2.0,2.0,-0.6511,0.089,,1.0,-0.7459,0.2831,,,,,7.0,-0.2879,-0.0642,8.0,-0.4626,0.6275,0,0,Chou Tien Chen,2.0,2.0,0.2090612864710245,0.2678276553172116,0.0790176863335936,0.2295558538276241,0.1419269565941352
game7_set2_40806,train,9,11,00:22:41,40806,7,2,A,2,撲球,,,1.0,1.0,-0.7459,0.2831,,7.0,0.0409,0.1333,,,,,7.0,-0.2192,-0.0392,7.0,-0.5304,0.4121,0,1,Viktor Axelsen,1.0,7.0,0.1336120764599495,0.3923621954438013,0.5120321470036305,0.5846377762628009,0.4283920690857279
game7_set2_40820,train,9,12,00:22:42,40820,7,2,B,3,放小球,,,2.0,7.0,0.0409,0.1333,2.0,7.0,-0.0716,0.207,掛網,對手掛網,A,,8.0,-0.0656,-0.2014,1.0,-0.6774,0.2298,0,0,Chou Tien Chen,7.0,7.0,,,,,
game7_set2_41281,train,10,1,00:22:57,41281,8,2,A,1,發短球,,1.0,2.0,,-0.2754,-0.4581,,7.0,-0.1842,0.0182,,,,,8.0,-0.2754,-0.4581,8.0,0.0296,0.6417,0,1,Viktor Axelsen,8.0,7.0,0.0,0.0,0.1610781575157217,0.2529826643176628,0.1002929754936584
game7_set2_41304,train,10,2,00:22:58,41304,8,2,B,2,挑球,,1.0,2.0,7.0,-0.1842,0.0182,,6.0,0.6228,0.8664,,,,,8.0,-0.0724,-0.2136,8.0,-0.0687,0.6569,0,0,Chou Tien Chen,7.0,1.0,0.2142918554334508,0.4142599606205899,0.3397610481825979,0.6445404157380548,0.4156540667049123
game7_set2_41335,train,10,3,00:22:59,41335,8,2,A,2,點扣,1.0,,1.0,6.0,0.6228,0.8664,,6.0,-0.548,-0.2001,,,,,8.0,0.198,-0.4344,8.0,0.3706,0.8179,0,1,Viktor Axelsen,6.0,1.0,0.3899683525053997,0.3423278422994161,0.6851198719652876,0.2298355638379117,0.4583960727078038
game7_set2_41357,train,10,4,00:22:59,41357,8,2,B,2,擋小球,,1.0,2.0,6.0,-0.548,-0.2001,,7.0,-0.4156,0.4465,,,,,8.0,0.0809,-0.49,9.0,0.5047,0.9124,0,0,Chou Tien Chen,6.0,7.0,0.729516409784946,0.8985053648961896,0.2073663751047644,0.5313835326481636,0.5240554028461197
game7_set2_41383,train,10,5,00:23:00,41383,8,2,A,3,推球,,,1.0,7.0,-0.4156,0.4465,,3.0,0.6734,-0.835,對手落地致勝,落地致勝,A,,8.0,-0.2524,-0.3851,8.0,-0.2848,0.5346,0,1,Viktor Axelsen,7.0,2.0,,,,,
game7_set2_42477,val,11,1,00:23:37,42477,8,3,A,1,發短球,,1.0,2.0,,0.2784,-0.4336,,7.0,0.3874,0.0353,,,,,8.0,0.2784,-0.4336,8.0,-0.0473,0.6101,0,1,Viktor Axelsen,8.0,7.0,0.0,0.0,0.1786906495416194,0.2742552021511673,0.1159237179893438
game7_set2_42498,val,11,2,00:23:38,42498,8,3,B,2,挑球,,,2.0,7.0,0.3874,0.0353,,3.0,-0.7624,0.9344,,,,,7.0,0.2361,-0.1254,8.0,-0.0888,0.6031,0,0,Chou Tien Chen,7.0,2.0,0.2316080119623138,0.49324164356593,0.3042570519222168,0.5034045614687204,0.3516102008934902
game7_set2_42541,val,11,3,00:23:39,42541,8,3,A,2,過度切球,,,1.0,3.0,-0.7624,0.9344,,6.0,-0.6263,-0.2737,,,,,3.0,0.0624,-0.2784,8.0,-0.5936,0.9355,0,1,Viktor Axelsen,3.0,1.0,0.3550617217037548,0.2597730761466685,0.7079891773362377,0.7950017657806574,0.6807390943526002
game7_set2_42557,val,11,4,00:23:39,42557,8,3,B,2,放小球,,1.0,2.0,6.0,-0.6263,-0.2737,,5.0,-0.7053,0.6057,,,,,8.0,-0.2412,-0.3244,8.0,-0.4392,0.8224,0,0,Chou Tien Chen,6.0,2.0,0.7520009321868549,0.9924635203380824,0.3751634108658979,0.1868998077886102,0.4620702540980054
game7_set2_42578,val,11,5,00:23:40,42578,8,3,A,2,挑球,,,2.0,5.0,-0.7053,0.6057,,5.0,0.5667,-0.6606,,,,,8.0,-0.1991,-0.2755,8.0,-0.4363,0.5739,0,1,Viktor Axelsen,5.0,2.0,0.4247750597455895,0.2348834911500307,0.5330413128877141,0.4876039876961063,0.514871938785937
game7_set2_42610,val,11,6,00:23:41,42610,8,3,B,2,過度切球,,,1.0,5.0,0.5667,-0.6606,,8.0,-0.4759,0.5468,,,,,5.0,0.5393,-0.7033,8.0,-0.0375,0.684,0,0,Chou Tien Chen,5.0,7.0,0.5799966183892149,0.7311456548570847,0.7237741086676811,0.1296873438217934,0.510063418212875
game7_set2_42631,val,11,7,00:23:42,42631,8,3,A,2,挑球,,,2.0,8.0,-0.4759,0.5468,,5.0,0.5416,-0.6609,,,,,8.0,0.3216,-0.5602,8.0,-0.3341,0.6082,0,1,Viktor Axelsen,8.0,2.0,0.7675202772818427,0.3144098946221565,0.4781182244491978,0.0,0.4345649723684875
game7_set2_42662,val,11,8,00:23:43,42662,8,3,B,2,後場抽平球,,,1.0,5.0,0.5416,-0.6609,,6.0,0.8026,0.794,,,,,8.0,0.4223,-0.6802,8.0,-0.021,0.7311,0,0,Chou Tien Chen,5.0,1.0,0.5259976274995961,0.7305678893307539,0.3449543984978976,0.4173126304171379,0.4516995470325561
game7_set2_42701,val,11,9,00:23:44,42701,8,3,A,2,推球,,1.0,1.0,6.0,0.8026,0.794,,1.0,0.821,0.1251,,,,,8.0,0.3666,-0.5174,8.0,0.2805,0.7036,0,0,Viktor Axelsen,6.0,2.0,0.3950743231333333,0.3140600940331607,1.0,0.9629340063405472,0.8817079063018165
game7_set2_42704,val,11,10,00:23:44,42704,8,3,B,2,挑球,,,2.0,1.0,0.821,0.1251,,3.0,-0.75,0.9815,,,,,8.0,0.402,-0.1661,8.0,0.3732,0.7042,0,0,Chou Tien Chen,1.0,2.0,1.0,1.0,0.4548265364097866,0.5299189869085387,0.7316662366070799
game7_set2_42741,val,11,11,00:23:46,42741,8,3,A,2,後場抽平球,,,1.0,3.0,-0.75,0.9815,,6.0,-0.5195,-0.3332,,,,,3.0,0.0381,-0.2907,8.0,-0.5009,0.9361,0,1,Viktor Axelsen,3.0,1.0,0.5030978291451761,0.4627248505667127,0.6266797269976292,0.865998174949221,0.7361000852631827
game7_set2_42761,val,11,12,00:23:46,42761,8,3,B,2,點扣,,1.0,1.0,6.0,-0.5195,-0.3332,,5.0,-0.6339,0.8278,,,,,8.0,-0.2636,-0.367,8.0,-0.363,0.8632,0,0,Chou Tien Chen,6.0,2.0,0.6720595379043844,0.9091755885078336,0.8945724717915102,0.1794527308673096,0.6357309820231876
game7_set2_42773,val,11,13,00:23:47,42773,8,3,A,2,擋小球,,,2.0,5.0,-0.6339,0.8278,,7.0,0.1782,0.1075,,,,,8.0,-0.4662,-0.3812,6.0,-0.3493,0.8095,0,1,Viktor Axelsen,5.0,7.0,0.935444906367661,0.311626698631451,0.4517014232686976,0.4566997840316339,0.6750284405708781
game7_set2_42795,val,11,14,00:23:47,42795,8,3,B,2,挑球,,,2.0,7.0,0.1782,0.1075,,3.0,-0.6939,0.9684,,,,,8.0,-0.0315,-0.3041,8.0,-0.3231,0.756,0,0,Chou Tien Chen,7.0,2.0,0.5000252969764215,0.5753920368402451,0.3231761661535375,0.0470061431673855,0.2836517887431505
game7_set2_42829,val,11,15,00:23:49,42829,8,3,A,2,長球,,,1.0,3.0,-0.6939,0.9684,,8.0,-0.4088,-0.5322,,,,,3.0,0.0155,-0.3696,8.0,-0.4947,0.916,0,1,Viktor Axelsen,3.0,7.0,0.373662516124855,0.1853498641443565,0.4305723677468138,0.3243854908263676,0.3875268135296298
game7_set2_42862,val,11,16,00:23:50,42862,8,3,B,2,點扣,1.0,,1.0,8.0,-0.4088,-0.5322,,8.0,-0.4434,0.735,,,,,8.0,-0.3229,-0.6586,8.0,-0.1699,0.8309,0,0,Chou Tien Chen,8.0,7.0,0.4792517441943399,0.6475096545518197,0.8436198884874045,0.283494458362284,0.5795678199946238
game7_set2_42876,val,11,17,00:23:50,42876,8,3,A,2,擋小球,,,2.0,8.0,-0.4434,0.735,,1.0,0.6477,0.1306,,,,,8.0,-0.2588,-0.7186,8.0,-0.2942,0.7629,0,1,Viktor Axelsen,8.0,2.0,0.8853496156645356,0.2879084525234558,0.3411814633444146,0.4704746291893542,0.6160025230350646
game7_set2_42909,val,11,18,00:23:51,42909,8,3,B,2,挑球,,,2.0,1.0,0.6477,0.1306,,3.0,-0.7046,0.9482,,,,,7.0,0.2399,-0.1072,8.0,0.0176,0.6349,0,0,Chou Tien Chen,1.0,2.0,0.3913648687531754,0.5063760274964082,0.3835869904212012,0.1032537370523148,0.2868667668856574
game7_set2_42947,val,11,19,00:23:52,42947,8,3,A,2,長球,,,1.0,3.0,-0.7046,0.9482,,8.0,-0.3912,-0.6108,,,,,9.0,0.0527,-0.2845,8.0,-0.4356,0.9164,0,1,Viktor Axelsen,3.0,7.0,0.4330569100310847,0.306885042876379,0.3117208791794464,0.347049290302944,0.3727368924551946
game7_set2_42993,val,11,20,00:23:54,42993,8,3,B,2,點扣,1.0,,1.0,8.0,-0.3912,-0.6108,,6.0,0.7929,0.8073,,,,,9.0,-0.2613,-0.7974,8.0,-0.1955,0.7904,0,0,Chou Tien Chen,8.0,1.0,0.3623999678134216,0.4952912188705607,0.9862748172357408,0.969312085270392,0.8656203496095694
game7_set2_43011,val,11,21,00:23:55,43011,8,3,A,2,擋小球,,1.0,2.0,6.0,0.7929,0.8073,,1.0,1.0273,0.2134,,,,,8.0,-0.2203,-0.7303,8.0,-0.1232,0.7842,0,1,Viktor Axelsen,6.0,2.0,0.9751836550547522,0.7806022424751392,0.1987583191065196,0.7830850610596523,0.7205241453861974
game7_set2_43037,val,11,22,00:23:56,43037,8,3,B,3,撲球,,,1.0,1.0,1.0273,0.2134,2.0,9.0,-0.0223,0.9191,對手落地致勝,落地致勝,B,,7.0,0.2799,-0.0644,6.0,0.5678,0.7389,0,0,Chou Tien Chen,1.0,7.0,,,,,
game7_set2_44431,train,12,1,00:24:42,44431,8,4,B,1,發短球,,1.0,2.0,,-0.0454,-0.3224,,8.0,0.0814,0.5417,,,,,8.0,-0.0454,-0.3224,8.0,0.403,0.7445,0,0,Chou Tien Chen,8.0,7.0,0.0,0.0,0.3523275714651114,0.4839755520868531,0.2700230930430672
game7_set2_44453,train,12,2,00:24:43,44453,8,4,A,2,放小球,,1.0,2.0,8.0,0.0814,0.5417,,2.0,-0.9211,0.1745,,,,,8.0,0.0369,-0.3513,8.0,0.1079,0.6155,0,1,Viktor Axelsen,8.0,1.0,0.40232344023879,0.2491334157916651,0.3415801169520521,0.4436316238321697,0.411208990711402
game7_set2_44481,train,12,3,00:24:44,44481,8,4,B,2,挑球,,1.0,2.0,2.0,-0.9211,0.1745,,9.0,-0.4016,0.9569,,,,,7.0,-0.5567,0.0292,8.0,-0.1868,0.6562,0,0,Chou Tien Chen,2.0,7.0,0.3917568148934773,0.5843725591348956,0.1059675422435507,0.123111000616263,0.1834108112601497
game7_set2_44543,train,12,4,00:24:46,44543,8,4,A,2,長球,,,1.0,9.0,-0.4016,0.9569,,6.0,-0.673,-0.4863,,,,,9.0,0.0514,-0.3814,8.0,-0.3172,0.9575,0,1,Viktor Axelsen,9.0,1.0,0.1601084929057838,0.0896042171204122,0.4564089697383676,0.2876970915601359,0.2973216726989959
game7_set2_44573,train,12,5,00:24:47,44573,8,4,B,2,殺球,1.0,,1.0,6.0,-0.673,-0.4863,,5.0,-0.6861,0.8006,,,,,8.0,-0.4034,-0.617,8.0,-0.2958,0.8233,0,0,Chou Tien Chen,6.0,2.0,0.5046536375551334,0.7269225593991336,0.9927680735492648,0.3094810580646205,0.6601782036832953
game7_set2_44585,train,12,6,00:24:47,44585,8,4,A,2,擋小球,,,2.0,5.0,-0.6861,0.8006,,2.0,-0.6764,0.0888,,,,,8.0,-0.4646,-0.7206,6.0,-0.2913,0.7763,0,1,Viktor Axelsen,5.0,1.0,0.960697246739186,0.4459957509696097,0.2088219746409279,0.2489798190732369,0.504050287879453
game7_set2_44613,train,12,7,00:24:48,44613,8,4,B,2,放小球,,1.0,2.0,2.0,-0.6764,0.0888,,7.0,0.0386,0.3742,,,,,8.0,-0.2365,-0.1606,8.0,-0.3205,0.7291,0,0,Chou Tien Chen,2.0,7.0,0.2612323684176343,0.4113314663673941,0.3198672165205841,0.4866742057635014,0.3630681133659074
game7_set2_44634,train,12,8,00:24:49,44634,8,4,A,2,挑球,,1.0,2.0,7.0,0.0386,0.3742,,8.0,-0.2951,-0.5431,,,,,7.0,-0.0913,-0.1531,8.0,-0.0622,0.5025,0,1,Viktor Axelsen,7.0,7.0,0.3704092405687273,0.3455497514034106,0.2954849079331553,0.3115060893898245,0.3267403610792014
game7_set2_44663,train,12,9,00:24:50,44663,8,4,B,2,點扣,1.0,,1.0,8.0,-0.2951,-0.5431,,6.0,0.6455,0.8063,,,,,8.0,-0.1446,-0.578,8.0,-0.1044,0.6768,0,0,Chou Tien Chen,8.0,1.0,0.3464371716863604,0.5408271144959723,0.9984794517071238,0.5901703065269147,0.7117048095770001
game7_set2_44678,train,12,10,00:24:50,44678,8,4,A,3,擋小球,,1.0,2.0,6.0,0.6455,0.8063,,11.0,0.7887,-0.2409,出界,對手出界,B,,8.0,-0.1435,-0.7538,8.0,-0.2478,0.7632,0,1,Viktor Axelsen,6.0,2.0,,,,,
game7_set2_45292,train,13,1,00:25:11,45292,9,4,B,1,發短球,,1.0,2.0,,0.0605,-0.2482,,7.0,-0.3257,0.5209,,,,,8.0,0.0605,-0.2482,8.0,-0.2711,0.7429,0,0,Chou Tien Chen,8.0,7.0,0.0,0.0,0.3147060464809616,0.4385359111545718,0.2366347248066158
game7_set2_45316,train,13,2,00:25:12,45316,9,4,A,2,挑球,,,2.0,7.0,-0.3257,0.5209,,3.0,0.6442,-0.8111,,,,,8.0,0.0978,-0.2417,8.0,-0.0693,0.5763,0,1,Viktor Axelsen,8.0,2.0,0.3653349087736147,0.1380459843605949,0.45415226352873,0.2934939004216989,0.3812402322192483
game7_set2_45350,train,13,3,00:25:13,45350,9,4,B,2,過度切球,,,1.0,3.0,0.6442,-0.8111,,8.0,-0.3756,0.6012,,,,,3.0,0.5318,-0.8607,8.0,0.0283,0.7421,0,0,Chou Tien Chen,3.0,7.0,0.5024349011089632,0.6767243694163602,0.8352097671671146,0.0481804751698554,0.4909162547489628
game7_set2_45370,train,13,4,00:25:13,45370,9,4,A,2,推球,,,2.0,8.0,-0.3756,0.6012,,6.0,-0.5486,-0.3881,,,,,8.0,0.3892,-0.6745,8.0,-0.2306,0.629,0,1,Viktor Axelsen,8.0,1.0,0.8770809971751855,0.306400911268041,0.4136573083867967,0.7059165527353386,0.7364534708981324
game7_set2_45392,train,13,5,00:25:14,45392,9,4,B,2,擋小球,,1.0,1.0,6.0,-0.5486,-0.3881,,5.0,-0.7024,0.6192,,,,,8.0,-0.2101,-0.2998,8.0,-0.2786,0.6891,0,0,Chou Tien Chen,6.0,2.0,0.4626212858161402,0.6983205713024134,0.441763517506581,0.1831762693279599,0.3710220717388865
game7_set2_45413,train,13,6,00:25:15,45413,9,4,A,2,挑球,,,2.0,5.0,-0.7024,0.6192,,8.0,0.193,-0.5131,,,,,5.0,-0.1993,-0.3118,8.0,-0.6092,0.6601,0,1,Viktor Axelsen,5.0,7.0,0.4902545994798456,0.2939465601659038,0.4642494064881441,0.3176538519536616,0.4452250446190575
game7_set2_45442,train,13,7,00:25:16,45442,9,4,B,2,切球,,,1.0,8.0,0.193,-0.5131,,8.0,-0.4782,0.6139,,,,,8.0,0.0469,-0.5872,8.0,-0.1397,0.7371,0,0,Chou Tien Chen,8.0,7.0,0.5123621565889048,0.7175350029141859,0.6148500513396845,0.1284654074277299,0.4386004276716989
game7_set2_45462,train,13,8,00:25:16,45462,9,4,A,2,挑球,,,2.0,8.0,-0.4782,0.6139,,6.0,-0.4503,-0.3143,,,,,8.0,0.2704,-0.6636,8.0,-0.2523,0.6356,0,1,Viktor Axelsen,8.0,7.0,0.6604289001117628,0.2579841239802439,0.3149070188781847,0.3153215866457559,0.4526614084517401
game7_set2_45488,train,13,9,00:25:17,45488,9,4,B,3,切球,,,1.0,6.0,-0.4503,-0.3143,2.0,7.0,-0.5184,0.2443,掛網,對手掛網,A,,8.0,-0.1977,-0.4937,8.0,-0.1784,0.7435,0,0,Chou Tien Chen,8.0,2.0,,,,,
game7_set2_45947,train,14,1,00:25:33,45947,9,5,A,1,發短球,,1.0,2.0,,-0.314,-0.4039,,7.0,-0.1885,0.1928,,,,,8.0,-0.314,-0.4039,8.0,0.0399,0.6217,0,1,Viktor Axelsen,8.0,7.0,0.0,0.0,0.287431048605433,0.405592905510465,0.2124286971907695
game7_set2_45965,train,14,2,00:25:33,45965,9,5,B,2,推球,,,2.0,7.0,-0.1885,0.1928,,5.0,-0.6284,0.8144,,,,,7.0,-0.3462,-0.0951,8.0,-0.0298,0.6908,0,0,Chou Tien Chen,7.0,2.0,0.3385188209739675,0.3837072631448356,0.5641817884686989,0.9612588887951996,0.6831134834798105
game7_set2_45977,train,14,3,00:25:34,45977,9,5,A,3,平球,,,1.0,5.0,-0.6284,0.8144,,14.0,-1.4369,0.9703,未過網,對手未過網,B,,8.0,-0.2506,-0.1365,7.0,-0.3373,0.729,0,1,Viktor Axelsen,5.0,3.0,,,,,
game7_set2_46503,val,15,1,00:25:51,46503,9,6,A,1,放小球,,,2.0,,0.0473,-0.2785,,1.0,0.7115,0.1244,,,,,7.0,0.0473,-0.2785,8.0,0.3132,0.4964,0,1,Viktor Axelsen,,2.0,0.0,0.0,0.2785231644965476,0.3948338771206094,0.2045231241189601
game7_set2_46527,val,15,2,00:25:52,46527,9,6,B,2,挑球,,,2.0,1.0,0.7115,0.1244,,3.0,-0.6478,0.9285,,,,,7.0,0.2956,-0.034,8.0,0.2766,0.5697,0,0,Chou Tien Chen,1.0,2.0,0.3297608147052567,0.3291122549279276,0.4068143652929323,0.4836480919669095,0.4243487294241848
game7_set2_46563,val,15,3,00:25:53,46563,9,6,A,2,過度切球,,,1.0,3.0,-0.6478,0.9285,,1.0,0.7591,0.1113,,,,,9.0,0.0862,-0.375,8.0,-0.3691,0.9706,0,1,Viktor Axelsen,3.0,2.0,0.4558934773062925,0.4071861360565917,0.5503653427289508,0.0119986848403259,0.3431638901753941
game7_set2_46591,val,15,4,00:25:54,46591,9,6,B,2,勾球,,,2.0,1.0,0.7591,0.1113,,7.0,-0.5226,0.3316,,,,,5.0,0.4265,-0.1961,8.0,-0.1988,0.824,0,0,Chou Tien Chen,1.0,2.0,0.5970291661967848,0.7402922406119774,0.5046445880674024,0.3077948618429442,0.5004202987012811
game7_set2_46615,val,15,5,00:25:55,46615,9,6,A,2,挑球,,,2.0,7.0,-0.5226,0.3316,,6.0,-0.6299,-0.4919,,,,,7.0,0.0831,-0.2479,8.0,-0.2997,0.5144,0,1,Viktor Axelsen,1.0,1.0,0.5520776770393747,0.3558639483101427,0.2639632018741295,0.6963153314766203,0.5417783611240918
game7_set2_46642,val,15,6,00:25:56,46642,9,6,B,2,點扣,,1.0,1.0,6.0,-0.6299,-0.4919,,8.0,-0.5031,0.7414,,,,,6.0,-0.51,-0.521,8.0,-0.2228,0.7231,0,0,Chou Tien Chen,6.0,2.0,0.3154458278508433,0.5722421454660415,0.9585698316188128,0.4262346751307877,0.6173067761106034
game7_set2_46653,val,15,7,00:25:56,46653,9,6,A,2,擋小球,,,2.0,8.0,-0.5031,0.7414,,7.0,0.4997,0.1364,,,,,8.0,-0.5774,-0.6066,6.0,-0.4159,0.7554,0,1,Viktor Axelsen,5.0,7.0,0.9745559951600574,0.3460425139722567,0.3802468123229615,0.5724227785788744,0.708544759502032
game7_set2_46681,val,15,8,00:25:57,46681,9,6,B,2,放小球,,,2.0,7.0,0.4997,0.1364,,7.0,0.0412,0.4344,,,,,8.0,0.2019,-0.2588,8.0,-0.0479,0.7041,0,0,Chou Tien Chen,7.0,7.0,0.4297729314380297,0.5769080414076699,0.1792145385250054,0.3156174216342262,0.3055180432390754
game7_set2_46705,val,15,9,00:25:58,46705,9,6,A,2,放小球,,1.0,2.0,7.0,0.0412,0.4344,,2.0,-0.7563,0.1286,,,,,8.0,0.035,-0.2424,8.0,-0.2111,0.6023,0,1,Viktor Axelsen,7.0,1.0,0.232123086355348,0.1715006979807916,0.2979832559533337,0.620021266251886,0.3961721465926422
game7_set2_46730,val,15,10,00:25:59,46730,9,6,B,2,挑球,,1.0,2.0,2.0,-0.7563,0.1286,,9.0,0.4859,0.9324,,,,,7.0,-0.3346,-0.0404,8.0,-0.2043,0.5755,0,0,Chou Tien Chen,2.0,7.0,0.3488934842466371,0.4196617066282297,0.4020161470978282,0.2398509720952283,0.3321108708688011
game7_set2_46764,val,15,11,00:26:00,46764,9,6,A,2,殺球,1.0,,1.0,9.0,0.4859,0.9324,,6.0,-0.5511,-0.3881,,,,,8.0,0.1012,-0.3748,8.0,0.3842,0.8514,0,1,Viktor Axelsen,9.0,1.0,0.4511759905813085,0.3370391866140067,0.8911344964680211,0.3689030943047903,0.6217137082267152
game7_set2_46782,val,15,12,00:26:00,46782,9,6,B,2,擋小球,,1.0,2.0,6.0,-0.5511,-0.3881,,7.0,0.1125,0.4817,,,,,8.0,0.1866,-0.4526,9.0,0.4677,0.9457,0,0,Chou Tien Chen,6.0,7.0,0.9320647760172048,0.9861957104705432,0.2922574160581317,0.2153390073358955,0.512556910055633
game7_set2_46815,val,15,13,00:26:02,46815,9,6,A,2,推球,,1.0,2.0,7.0,0.1125,0.4817,,5.0,0.5592,-0.5034,,,,,8.0,-0.1253,-0.4869,8.0,-0.106,0.65,0,1,Viktor Axelsen,7.0,2.0,0.3432639833367866,0.2607981603051135,0.5538239467550488,0.751009064909615,0.5963425277993786
